location,time_posted,Mileage,Vehicle_color,Price,Vehicle_condition,engine_size,year,gearbox,brand,model,car_body,fuel,Puissance Fiscale
Médenine,a month ago,30000.0,Gris,120000.0,Avec kilométrage,1.4,2021.0,Automatique,Volkswagen,Golf,Berline,Hybride essence,8.0
Nabeul,a month ago,327000.0,Bleu,21500.0,Avec kilométrage,1.4,2006.0,Manuelle,Ford,Fiesta,Compacte,Essence,5.0
Sousse,a month ago,92880.0,Gris,54000.0,Nouveau,1.2,2020.0,Manuelle,Peugeot,Clio,Berline,Essence,6.0
Sfax,a month ago,190000.0,Blanc,19500.0,Avec kilométrage,3.0,2014.0,Manuelle,Citroen,C-Elysée,Autres,Essence,3.0
Tunis,a month ago,181000.0,Bleu,41000.0,RS,2.0,2011.0,Manuelle,Citroen,C5,Berline,Diesel,8.0
Sfax,a month ago,350000.0,Blanc,12800.0,Avec kilométrage,4.0,1996.0,Manuelle,Fiat,Punto,Autres,Essence,5.0
Tunis,a month ago,142500.0,Gris,31000.0,Nouveau,1.6,2012.0,Manuelle,Opel,Insignia,Berline,Essence,11.0
Sousse,a month ago,313000.0,Noir,27000.0,Avec kilométrage,1.5,2007.0,Manuelle,Mercedes-Benz,Classe B,Autres,Essence,6.0
Bizerte,a month ago,69000.0,Autre,71000.0,Avec kilométrage,1.6,2019.0,Automatique,Seat,Arosa,Autres,Essence,6.0
Sousse,a month ago,150000.0,Gris,25000.0,RS,1.6,2005.0,Manuelle,Suzuki,Swift,4 x 4,Essence,7.0
Ben Arous,a month ago,214000.0,Noir,28000.0,Avec kilométrage,1.4,2009.0,Manuelle,mini,One,Compacte,Essence,5.0
Sfax,a month ago,4000.0,Marron,61000.0,Nouveau,1.2,2024.0,Automatique,Suzuki,Swift,Compacte,Essence,5.0
Monastir,a month ago,49000.0,Noir,54000.0,Avec kilométrage,1.0,2020.0,Manuelle,Seat,Ibiza,Autres,Essence,4.0
Ariana,a month ago,105000.0,Autre,69000.0,Avec kilométrage,1.2,2018.0,Manuelle,Audi,A3,Autres,Essence,6.0
Ariana,a month ago,24000.0,Gris,62000.0,Avec kilométrage,1.0,2020.0,Manuelle,Fiat,500C,Cabriolet,Hybride,4.0
Ariana,a month ago,203000.0,Noir,148000.0,Avec kilométrage,3.0,2012.0,Automatique,Porsche,Panamera,Berline,Essence,20.0
Ariana,a month ago,24000.0,Gris,162000.0,Avec kilométrage,1.6,2022.0,Automatique,Hyundai,Tucson,4 x 4,Essence,10.0
La Manouba,a month ago,185000.0,Noir,70000.0,Avec kilométrage,3.0,2017.0,Manuelle,Ssangyong,Rexton,4 x 4,Diesel,10.0
La Manouba,a month ago,36500.0,Noir,46000.0,Avec kilométrage,1.5,2020.0,Manuelle,Dacia,Dokker,Utilitaire,Diesel,6.0
Nabeul,a month ago,67000.0,Blanc,46000.0,Avec kilométrage,1.5,2020.0,Manuelle,Chery,Tiggo,4 x 4,Essence,6.0
Ariana,a month ago,96000.0,Gris,80000.0,Avec kilométrage,1.2,2019.0,Automatique,Toyota,Yaris,Autres,Essence,6.0
Sfax,a month ago,250000.0,Bleu,20000.0,Avec kilométrage,2.3,1989.0,Manuelle,Volkswagen,Transporter,Monospace,Diesel,7.0
Sfax,a month ago,104000.0,Blanc,25000.0,Nouveau,1.4,2015.0,Manuelle,Citroen,Nemo,Utilitaire,Diesel,5.0
Ariana,a month ago,38000.0,Bleu,36000.0,Nouveau,1.2,2019.0,Manuelle,Peugeot,208,Berline,Essence,5.0
Ariana,a month ago,233000.0,Rouge,44000.0,Avec kilométrage,2.4,1995.0,Manuelle,Toyota,4Runner,4 x 4,Diesel,10.0
Ben Arous,a month ago,160000.0,Noir,29000.0,Nouveau,1.2,2016.0,Manuelle,Peugeot,208,Compacte,Essence,5.0
Béja,a month ago,105326.0,Marron,29000.0,Avec kilométrage,1.4,2017.0,Manuelle,Chevrolet,Aveo,Autres,Essence,5.0
Tunis,a month ago,155000.0,Blanc,47000.0,Avec kilométrage,1.2,2015.0,Manuelle,Seat,Leon,Compacte,Essence,6.0
Tunis,a month ago,240000.0,Bleu,23500.0,Avec kilométrage,1.2,2012.0,Manuelle,Chevrolet,Aveo,Berline,Essence,5.0
Tunis,a month ago,115000.0,Noir,20000.0,Nouveau,4.0,2004.0,Manuelle,Renault,Megane,Autres,Essence,6.0
Mahdia,a month ago,133000.0,Gris,37000.0,Avec kilométrage,1.2,2015.0,Manuelle,Peugeot,2008,Compacte,Essence,4.0
Béja,a month ago,400000.0,Noir,28000.0,Avec kilométrage,1.6,2012.0,Manuelle,Chevrolet,Cruze,Berline,Essence,7.0
Sfax,a month ago,200000.0,Gris,24000.0,Nouveau,1.3,2007.0,Manuelle,Opel,Astra,Autres,Diesel,5.0
Sfax,a month ago,1111.0,Blanc,12600.0,Avec kilométrage,1.2,2002.0,Manuelle,Opel,Corsa,Compacte,Essence,4.0
Bizerte,a month ago,310000.0,Noir,33800.0,Avec kilométrage,2.0,2007.0,Manuelle,BMW,Serie 3,Berline,Diesel,9.0
Nabeul,a month ago,180000.0,Noir,44000.0,Nouveau,1.5,2017.0,Manuelle,Ford,Fusion,Berline,Essence,9.0
Tunis,a month ago,123000.0,Noir,73000.0,Avec kilométrage,1.8,2015.0,Automatique,Mercedes-Benz,Classe A,Berline,Essence,6.0
Ben Arous,a month ago,390000.0,Gris,32000.0,Nouveau,1.6,2005.0,Manuelle,Volkswagen,Golf,Compacte,Essence,7.0
Sousse,a month ago,116000.0,Blanc,52000.0,Nouveau,2.0,2017.0,Manuelle,Mercedes-Benz,Vito,Utilitaire,Diesel,7.0
Bizerte,a month ago,387000.0,Rouge,43000.0,Avec kilométrage,2.5,1995.0,Manuelle,Land Rover,Defender,4 x 4,Diesel,10.0
Tunis,a month ago,202000.0,Blanc,42500.0,Nouveau,1.6,2010.0,Manuelle,Volkswagen,CC,Autres,Essence,8.0
Ben Arous,a month ago,180000.0,Gris,38000.0,Avec kilométrage,1.5,2014.0,Automatique,Peugeot,508,Autres,Essence,7.0
Nabeul,a month ago,119992.0,Noir,43000.0,Avec kilométrage,2.5,2009.0,Manuelle,Nissan,Navara,4 x 4,Diesel,10.0
Tunis,a month ago,132000.0,Blanc,30000.0,Avec kilométrage,1.4,2016.0,Manuelle,Citroen,Nemo,Compacte,Diesel,6.0
Sfax,a month ago,160000.0,Blanc,123456.0,Avec kilométrage,1.5,2019.0,Manuelle,Renault,Megane,Berline,Diesel,6.0
Tunis,a month ago,137000.0,Noir,47800.0,Avec kilométrage,1.6,2013.0,Manuelle,BMW,Serie 1,Compacte,Essence,6.0
Monastir,a month ago,190000.0,Gris,98907.0,Nouveau,1.6,2017.0,Automatique,Mercedes-Benz,Classe C,Autres,Diesel,5.0
Ariana,a month ago,79500.0,Noir,46000.0,Avec kilométrage,1.2,2021.0,Manuelle,Hyundai,I 20,Compacte,Essence,5.0
Tunis,a month ago,255000.0,Blanc,43000.0,Avec kilométrage,1.6,2012.0,Automatique,Audi,A3,Compacte,Diesel,5.0
Tunis,a month ago,42000.0,Blanc,230000.0,Nouveau,2.0,2021.0,Automatique,Land Rover,Range Rover Evoque,4 x 4,Hybride,13.0
Ben Arous,a month ago,200000.0,Rouge,32500.0,Avec kilométrage,1.0,2016.0,Manuelle,Peugeot,Clio,Berline,Essence,6.0
Bizerte,a month ago,162000.0,Noir,43500.0,Avec kilométrage,1.2,2014.0,Manuelle,Seat,Leon,Autres,Essence,5.0
La Manouba,a month ago,136000.0,Noir,22000.0,Avec kilométrage,1.2,2006.0,Manuelle,Volkswagen,Polo,Compacte,Essence,4.0
Nabeul,a month ago,310647.0,Noir,45000.0,Avec kilométrage,1.0,2007.0,Manuelle,Isuzu,Isuzu.D-MAX,Autres,Diesel,10.0
Monastir,a month ago,250000.0,Noir,14500.0,Avec kilométrage,4.0,1992.0,Manuelle,Renault,19,Autres,Essence,6.0
Ben Arous,a month ago,71000.0,Blanc,29800.0,Avec kilométrage,1.0,2018.0,Manuelle,Suzuki,Celerio,Compacte,Essence,4.0
Ariana,a month ago,71000.0,Blanc,75000.0,Nouveau,2.0,2023.0,Manuelle,Hyundai,I 20,Berline,Essence,6.0
Tunis,a month ago,120000.0,Gris,50000.0,Avec kilométrage,3.0,2020.0,Automatique,lancia,Y,4 x 4,Essence,7.0
Monastir,a month ago,95000.0,Blanc,83500.0,Nouveau,1.0,2020.0,Manuelle,Volkswagen,Golf,Berline,Essence,6.0
Tunis,a month ago,46000.0,Gris,37000.0,Nouveau,1.2,2021.0,Manuelle,Mitsubishi,Canter,Berline,Essence,4.0
Ariana,a month ago,59000.0,Noir,139500.0,Avec kilométrage,1.3,2020.0,Automatique,Mercedes-Benz,Classe CLA,Berline,Essence,7.0
Bizerte,a month ago,30000.0,Gris,55000.0,Avec kilométrage,2.0,2022.0,Manuelle,GMC,Hover,4 x 4,Diesel,11.0
Ben Arous,a month ago,120000.0,Gris,43000.0,Avec kilométrage,1.5,2016.0,Automatique,Mazda,E2000,Compacte,Essence,6.0
Monastir,a month ago,96505.0,Gris,75000.0,Avec kilométrage,1.6,2020.0,Automatique,Hyundai,H,4 x 4,Hybride essence,5.0
Béja,a month ago,201000.0,Blanc,51500.0,Avec kilométrage,1.2,2014.0,Manuelle,Volkswagen,Golf,Compacte,Essence,5.0
Tunis,a month ago,185000.0,Blanc,33500.0,Avec kilométrage,1.6,2019.0,Manuelle,Dacia,Dokker,Autres,Diesel,6.0
Ariana,a month ago,182000.0,Rouge,32000.0,Avec kilométrage,1.2,2016.0,Manuelle,Hyundai,Grand i10,Compacte,Essence,5.0
Gabès,a month ago,130000.0,Blanc,55000.0,Avec kilométrage,1.5,2018.0,Manuelle,MG,ZS,4 x 4,Essence,7.0
Ben Arous,a month ago,198000.0,Noir,29000.0,Avec kilométrage,1.4,2013.0,Manuelle,Alfa Romeo,Mito,Berline,Essence,6.0
Ariana,a month ago,97000.0,Blanc,42000.0,Nouveau,1.5,2019.0,Manuelle,Chery,Tiggo,Berline,Essence,6.0
Ariana,a month ago,34000.0,Noir,43000.0,Nouveau,1.5,2020.0,Automatique,Honda,City,Berline,Essence,7.0
Ben Arous,a month ago,43000.0,Blanc,78000.0,Nouveau,1.6,2020.0,Manuelle,Hyundai,I 30,Compacte,Essence,6.0
Tunis,a month ago,120000.0,Noir,16500.0,Avec kilométrage,3.2,2007.0,Manuelle,Citroen,C5,Compacte,Diesel,6.0
Tunis,a month ago,260000.0,Noir,62000.0,Avec kilométrage,2.0,2011.0,Automatique,BMW,Serie 5,Berline,Diesel,10.0
Tunis,a month ago,17600.0,Noir,39500.0,Nouveau,1.0,2021.0,Manuelle,Renault,Clio,Utilitaire,Essence,5.0
Ben Arous,a month ago,1520.0,Noir,19500.0,Nouveau,4.0,2013.0,Manuelle,Dacia,Dokker,Compacte,Diesel,6.0
Gabès,a month ago,145000.0,Blanc,52000.0,Nouveau,1.2,2019.0,Manuelle,Seat,Leon,Compacte,Essence,6.0
Monastir,a month ago,179000.0,Noir,25000.0,Avec kilométrage,1.5,2008.0,Manuelle,Renault,Megane,Berline,Diesel,6.0
Jendouba,a month ago,99999.0,Blanc,12340.0,Avec kilométrage,3.0,2010.0,Manuelle,Nissan,Urvan,Autres,Diesel,10.0
Ariana,a month ago,220000.0,Blanc,65000.0,Avec kilométrage,2.0,1997.0,Manuelle,Land Rover,Defender,4 x 4,Diesel,10.0
Ariana,a month ago,209000.0,Noir,16500.0,Avec kilométrage,1.5,2005.0,Manuelle,Ford,Fiesta,Autres,Essence,5.0
Sfax,a month ago,37000.0,Blanc,108000.0,Nouveau,1.5,2022.0,Automatique,Seat,Altea,Compacte,Essence,8.0
Sousse,a month ago,180000.0,Rouge,22000.0,Avec kilométrage,1.0,2009.0,Manuelle,Chevrolet,Spark,Compacte,Essence,4.0
Ariana,a month ago,100000.0,Blanc,37800.0,Avec kilométrage,1.2,2018.0,Manuelle,Fiat,500,Compacte,Essence,4.0
Ben Arous,a month ago,178000.0,Beige,110000.0,Avec kilométrage,2.0,2007.0,Manuelle,Toyota,Prado,4 x 4,Diesel,11.0
Médenine,a month ago,29500.0,Rouge,49000.0,Nouveau,1.2,2021.0,Automatique,Hyundai,I 10,Compacte,Essence,5.0
Sfax,a month ago,275000.0,Gris,22998.0,Avec kilométrage,2.2,2010.0,Automatique,Mercedes-Benz,Classe C,Compacte,Diesel,8.0
Gafsa,a month ago,400000.0,Blanc,15000.0,Avec kilométrage,3.0,1999.0,Manuelle,Renault,Kangoo,Compacte,Diesel,7.0
Béja,a month ago,230000.0,Blanc,13800.0,Avec kilométrage,1.2,1999.0,Manuelle,Renault,Kangoo,Autres,Essence,6.0
Sfax,a month ago,195000.0,Noir,33000.0,Avec kilométrage,1.6,2010.0,Manuelle,Citroen,C5,Autres,Diesel,7.0
Médenine,a month ago,64000.0,Gris,63500.0,Avec kilométrage,1.0,2021.0,Manuelle,Hyundai,I 20,Berline,Hybride essence,5.0
Gabès,a month ago,145000.0,Blanc,52000.0,Nouveau,1.2,2019.0,Manuelle,Seat,Leon,Compacte,Essence,6.0
Ben Arous,a month ago,280000.0,Bleu,28000.0,Avec kilométrage,1.2,2013.0,Manuelle,Kia,Rio,Berline,Essence,5.0
Ariana,a month ago,40000.0,Rouge,38000.0,Nouveau,1.2,2022.0,Manuelle,Hyundai,I 20,Compacte,Essence,5.0
Sousse,a month ago,237000.0,Gris,21005.0,Avec kilométrage,1.5,2009.0,Manuelle,Renault,Clio,Compacte,Diesel,6.0
Ben Arous,a month ago,85000.0,Autre,62000.0,Nouveau,2.0,2019.0,Automatique,MG,ZS,4 x 4,Essence,9.0
Sfax,a month ago,104000.0,Noir,75000.0,Avec kilométrage,2.0,2021.0,Automatique,MG,HS,Autres,Essence,9.0
Sousse,a month ago,148000.0,Bleu,17500.0,Avec kilométrage,1.9,2004.0,Manuelle,Opel,Astra,Berline,Diesel,6.0
Ariana,a month ago,85000.0,Gris,45500.0,Nouveau,1.0,2021.0,Manuelle,Seat,Ibiza,Autres,Essence,4.0
Sfax,a month ago,145000.0,Blanc,30000.0,Avec kilométrage,1.2,2018.0,Manuelle,Fiat,Grande Punto,Compacte,Essence,5.0
Sfax,a month ago,212000.0,Blanc,28000.0,Nouveau,1.2,2011.0,Manuelle,Kia,Rio,Autres,Essence,5.0
Sousse,a month ago,163000.0,Beige,33500.0,Avec kilométrage,1.2,2018.0,Manuelle,Ford,Fiesta,Compacte,Essence,5.0
Ariana,a month ago,275000.0,Noir,45000.0,Avec kilométrage,1.8,2013.0,Automatique,Audi,A4,Berline,Essence,7.0
Nabeul,a month ago,150000.0,Rouge,29500.0,Avec kilométrage,1.1,2016.0,Automatique,Citroen,C3,Berline,Essence,5.0
Tunis,a month ago,31000.0,Noir,72000.0,Avec kilométrage,1.0,2021.0,Automatique,Nissan,Juke,Autres,Essence,6.0
Ben Arous,a month ago,300000.0,Noir,35000.0,Avec kilométrage,1.4,2016.0,Automatique,Skoda,Octavia,Berline,Essence,7.0
La Manouba,a month ago,350000.0,Noir,60000.0,Avec kilométrage,1.6,2018.0,Manuelle,Hyundai,Creta,Autres,Essence,7.0
Tunis,a month ago,193000.0,Bleu,16500.0,Avec kilométrage,1.2,2005.0,Manuelle,Fiat,Panda,Berline,Essence,4.0
Gabès,a month ago,129000.0,Beige,28500.0,Nouveau,4.0,2020.0,Manuelle,Mahindra,Hover,Compacte,Essence,5.0
Ariana,a month ago,175000.0,Noir,189000.0,Avec kilométrage,2.5,2014.0,Automatique,Land Rover,Range Rover Sport,4 x 4,Diesel,15.0
Nabeul,a month ago,152000.0,Gris,39500.0,Avec kilométrage,1.2,2018.0,Manuelle,Seat,Ibiza,Compacte,Diesel,4.0
Tunis,a month ago,85000.0,Noir,23500.0,Avec kilométrage,1.2,2012.0,Manuelle,Dacia,Sandero,Compacte,Essence,4.0
Ben Arous,a month ago,13000.0,Noir,20000.0,Nouveau,1.5,2024.0,Manuelle,Autres,Autres,4 x 4,Essence,7.0
Sousse,a month ago,114183.0,Blanc,31000.0,Nouveau,1.2,2014.0,Manuelle,Ford,Fiesta,Autres,Essence,5.0
Tunis,a month ago,332000.0,Gris,16500.0,Avec kilométrage,1.2,1999.0,Manuelle,Renault,Clio,Compacte,Essence,4.0
Ariana,a month ago,250000.0,Gris,25000.0,Avec kilométrage,1.2,2007.0,Manuelle,Fiat,Siena,Autres,Essence,5.0
Ariana,a month ago,200000.0,Noir,60000.0,Avec kilométrage,2.0,2010.0,Manuelle,Jaguar,X-Type,Autres,Diesel,7.0
Bizerte,a month ago,390000.0,Gris,25000.0,Avec kilométrage,2.7,2003.0,Manuelle,Nissan,Terrano,4 x 4,Diesel,10.0
Bizerte,a month ago,220000.0,Blanc,43000.0,Avec kilométrage,2.0,2009.0,Manuelle,BMW,Serie 1,Compacte,Essence,7.0
Ariana,a month ago,52000.0,Blanc,20000.0,Avec kilométrage,1.5,2016.0,Manuelle,Dongfeng,Clio,Berline,Essence,6.0
Tunis,a month ago,99908.0,Noir,44000.0,Nouveau,1.7,2021.0,Manuelle,Fiat,Tipo,Autres,Essence,5.0
Tunis,a month ago,164000.0,Gris,26500.0,Avec kilométrage,1.3,2018.0,Manuelle,Fiat,Fiorino,Utilitaire,Diesel,5.0
Tunis,a month ago,200000.0,Noir,82000.0,Nouveau,1.6,2017.0,Manuelle,Mercedes-Benz,Classe A,Compacte,Essence,6.0
Médenine,a month ago,200000.0,Beige,22139.0,Avec kilométrage,4.0,2001.0,Manuelle,Nissan,Patrol GR,4 x 4,Diesel,11.0
Sfax,a month ago,350000.0,Bleu,20000.0,Avec kilométrage,1.2,2002.0,Manuelle,Opel,Astra,Berline,Essence,5.0
Ben Arous,a month ago,200000.0,Gris,38500.0,Avec kilométrage,1.2,2017.0,Manuelle,Kia,Rio,Berline,Essence,5.0
Nabeul,a month ago,124000.0,Autre,39500.0,Avec kilométrage,1.0,2016.0,Manuelle,Skoda,Fabia,Compacte,Essence,4.0
Gafsa,a month ago,146000.0,Autre,34000.0,Avec kilométrage,1.4,2015.0,Manuelle,Citroen,Nemo,Autres,Essence,5.0
Nabeul,a month ago,168700.0,Gris,65000.0,Avec kilométrage,1.7,2012.0,Manuelle,Hyundai,Ix 35,4 x 4,Diesel,6.0
Sfax,a month ago,49000.0,Noir,40000.0,Avec kilométrage,1.6,2020.0,Manuelle,Dacia,Dokker,Utilitaire,Diesel,6.0
Bizerte,a month ago,184000.0,Gris,44500.0,Avec kilométrage,1.6,2017.0,Manuelle,Citroen,Grand C4 Picasso,Autres,Diesel,6.0
Sousse,a month ago,127000.0,Blanc,56451.0,Avec kilométrage,1.4,2017.0,Manuelle,Mercedes-Benz,Classe A,Berline,Essence,6.0
Tunis,a month ago,20000.0,Gris,78000.0,Nouveau,1.0,2023.0,Manuelle,Ford,ECOSPORT,Berline,Essence,7.0
Sfax,a month ago,270000.0,Blanc,100000.0,Avec kilométrage,1.0,2013.0,Automatique,Audi,Q5,4 x 4,Diesel,10.0
La Manouba,a month ago,290000.0,Noir,30500.0,Avec kilométrage,1.4,2012.0,Manuelle,Opel,Astra,Compacte,Essence,6.0
Monastir,a month ago,117000.0,Autre,49000.0,Nouveau,1.0,2019.0,Manuelle,Renault,Clio,Compacte,Essence,5.0
Kasserine,a month ago,292000.0,Gris,19000.0,Avec kilométrage,1.6,2009.0,Manuelle,Peugeot,Partner,Autres,Essence,6.0
Ben Arous,a month ago,73000.0,Blanc,66500.0,Avec kilométrage,1.2,2020.0,Automatique,Toyota,Corolla,Compacte,Essence,5.0
Tunis,a month ago,113000.0,Gris,79500.0,Nouveau,1.0,2019.0,Manuelle,Volkswagen,T-ROC,4 x 4,Essence,7.0
Ariana,a month ago,19200.0,Gris,90000.0,Avec kilométrage,1.2,2023.0,Automatique,Opel,Mokka,4 x 4,Essence,7.0
Sfax,a month ago,160000.0,Doré,14000.0,Pièces manquantes,2.0,2005.0,Manuelle,Citroen,Xsara Picasso,Monospace,Diesel,5.0
La Manouba,a month ago,42000.0,Blanc,169000.0,Avec kilométrage,1.5,2020.0,Automatique,Mercedes-Benz,Classe CLA,Berline,Hybride essence,8.0
Tunis,a month ago,280000.0,Bleu,12500.0,Avec kilométrage,1.4,2010.0,Manuelle,Fiat,Punto,Berline,Essence,5.0
Tunis,a month ago,180000.0,Bleu,95000.0,Avec kilométrage,1.5,2014.0,Automatique,BMW,Serie 4,Berline,Essence,10.0
Tunis,a month ago,222000.0,Gris,26900.0,Avec kilométrage,1.6,2010.0,Manuelle,Renault,Megane,Compacte,Essence,6.0
Ariana,a month ago,240000.0,Gris,48000.0,Avec kilométrage,2.2,2007.0,Manuelle,Toyota,RAV 4,4 x 4,Diesel,8.0
Tunis,a month ago,248000.0,Bleu,46500.0,Avec kilométrage,2.0,2007.0,Automatique,BMW,Serie 5,Berline,Essence,11.0
Tunis,a month ago,133000.0,Noir,75000.0,Non dédouanné,2.0,2014.0,Automatique,Mercedes-Benz,Classe E,Berline,Essence,10.0
Tunis,a month ago,149000.0,Noir,210000.0,Avec kilométrage,2.0,2017.0,Automatique,Porsche,Cayenne,4 x 4,Essence,15.0
Tunis,a month ago,50000.0,Noir,105000.0,Avec kilométrage,1.5,2022.0,Automatique,Autres,Autres,4 x 4,Essence,8.0
Tunis,a month ago,190000.0,Noir,98000.0,Avec kilométrage,3.0,2010.0,Automatique,BMW,X6,4 x 4,Diesel,15.0
Tunis,a month ago,69000.0,Noir,119000.0,Avec kilométrage,1.8,2018.0,Automatique,Mercedes-Benz,Classe CLA,Berline,Essence,8.0
Tunis,a month ago,75000.0,Gris,61900.0,Avec kilométrage,1.0,2021.0,Manuelle,Seat,Ibiza,Compacte,Essence,4.0
Tunis,a month ago,169000.0,Noir,49500.0,Avec kilométrage,4.0,2009.0,Automatique,Jeep,Grand Cherokee,4 x 4,Essence,15.0
Nabeul,a month ago,220000.0,Noir,49000.0,Nouveau,3.0,2008.0,Automatique,BMW,Serie 7,Berline,Diesel,15.0
Gabès,a month ago,160000.0,Gris,16500.0,Avec kilométrage,1.6,2000.0,Manuelle,Peugeot,406,Compacte,Essence,7.0
Tunis,a month ago,400000.0,Blanc,17000.0,Avec kilométrage,2.0,1996.0,Manuelle,Isuzu,Trooper,Utilitaire,Diesel,9.0
Tunis,a month ago,400000.0,Blanc,22000.0,Avec kilométrage,2.0,1996.0,Manuelle,Isuzu,Trooper,Utilitaire,Diesel,9.0
Jendouba,a month ago,200000.0,Blanc,19000.0,Avec kilométrage,4.0,1995.0,Manuelle,Mercedes-Benz,250,Utilitaire,Diesel,8.0
Tunis,a month ago,200000.0,Noir,34000.0,Avec kilométrage,1.6,2012.0,Manuelle,Renault,Fluence,Berline,Essence,7.0
Tunis,a month ago,140000.0,Bleu,68000.0,Avec kilométrage,1.3,2018.0,Automatique,Renault,Kadjar,Autres,Essence,7.0
Bizerte,a month ago,10000.0,Orange,13000.0,Avec kilométrage,1.5,2016.0,Manuelle,Citroen,2 CV,Cabriolet,Essence,3.0
Tunis,a month ago,67500.0,Noir,119000.0,Nouveau,1.4,2020.0,Manuelle,Mercedes-Benz,Classe A,Compacte,Essence,7.0
Sousse,a month ago,72500.0,Gris,385000.0,Avec kilométrage,2.0,2020.0,Automatique,Land Rover,Range Rover Sport,4 x 4,Hybride essence,19.0
Sousse,a month ago,168000.0,Blanc,51000.0,Avec kilométrage,1.6,2016.0,Automatique,Ssangyong,Tivoli,Autres,Essence,7.0
Tunis,a month ago,228000.0,Vert,27000.0,Avec kilométrage,1.6,2002.0,Manuelle,mini,Cooper,Compacte,Essence,7.0
Sousse,a month ago,220000.0,Noir,35000.0,Avec kilométrage,1.6,2008.0,Manuelle,Audi,A3,Berline,Essence,5.0
Tunis,a month ago,140000.0,Gris,23000.0,Avec kilométrage,1.5,2004.0,Manuelle,Renault,Megane,Utilitaire,Diesel,6.0
Ben Arous,a month ago,174000.0,Noir,35000.0,Avec kilométrage,1.6,2014.0,Manuelle,Citroen,C4 Cactus,Berline,Essence,7.0
Sousse,a month ago,400000.0,Gris,20000.0,Nouveau,1.5,2004.0,Manuelle,Renault,Megane,Compacte,Diesel,5.0
La Manouba,a month ago,166700.0,Gris,42000.0,Avec kilométrage,3.0,2007.0,Manuelle,Mitsubishi,L200,4 x 4,Diesel,10.0
Mahdia,a month ago,41000.0,Gris,124995.0,Avec kilométrage,1.5,2020.0,Manuelle,Volkswagen,Golf 8,Compacte,Essence,8.0
Tunis,a month ago,186000.0,Autre,28000.0,Avec kilométrage,1.4,2009.0,Manuelle,mini,One,Compacte,Essence,5.0
Sousse,a month ago,140000.0,Noir,17500.0,Avec kilométrage,1.0,2015.0,Manuelle,Mitsubishi,Canter,Autres,Essence,4.0
Tunis,a month ago,51933.0,Rouge,35000.0,Avec kilométrage,1.2,2017.0,Manuelle,Baic,Autres,4 x 4,Essence,3.0
Ben Arous,a month ago,93000.0,Noir,93000.0,Avec kilométrage,2.2,2016.0,Automatique,Audi,Q3,Compacte,Essence,8.0
Tunis,a month ago,73000.0,Noir,125000.0,Avec kilométrage,1.6,2019.0,Automatique,Audi,A5,Berline,Essence,8.0
Ben Arous,a month ago,200000.0,Noir,24000.0,Avec kilométrage,1.5,2016.0,Manuelle,Dacia,Dokker,Utilitaire,Diesel,6.0
Sfax,a month ago,200000.0,Noir,52578.0,Avec kilométrage,1.5,2010.0,Manuelle,Renault,Megane,Berline,Diesel,5.0
Nabeul,a month ago,78000.0,Bleu,99000.0,Nouveau,1.7,2018.0,Manuelle,Mercedes-Benz,Classe C,Berline,Diesel,7.0
Tunis,a month ago,177000.0,Blanc,50000.0,Avec kilométrage,2.0,2010.0,Automatique,Jaguar,XF,Compacte,Essence,16.0
Tunis,a month ago,213000.0,Blanc,29500.0,Avec kilométrage,1.6,2017.0,Manuelle,Dacia,Dokker,Autres,Diesel,6.0
Ariana,a month ago,100000.0,Blanc,67900.0,Avec kilométrage,1.2,2018.0,Manuelle,Audi,A3,Compacte,Essence,6.0
Tunis,a month ago,25000.0,Gris,128000.0,Avec kilométrage,1.4,2021.0,Automatique,Seat,Leon ST,Compacte,Hybride essence,11.0
Sfax,a month ago,53000.0,Gris,74500.0,Avec kilométrage,1.0,2020.0,Manuelle,Volkswagen,Golf,Berline,Essence,6.0
Sfax,a month ago,88000.0,Gris,62500.0,Avec kilométrage,1.0,2018.0,Automatique,Ford,ECOSPORT,4 x 4,Essence,7.0
Mahdia,a month ago,230000.0,Bleu,23900.0,Avec kilométrage,3.0,2001.0,Automatique,BMW,Serie 5,Berline,Diesel,13.0
La Manouba,a month ago,266000.0,Gris,27500.0,Avec kilométrage,1.2,2012.0,Manuelle,Ford,Fiesta,Autres,Essence,5.0
La Manouba,a month ago,250000.0,Rouge,25000.0,Avec kilométrage,1.4,2012.0,Manuelle,Chevrolet,Spark,Compacte,Essence,5.0
Tunis,a month ago,241527.0,Blanc,22000.0,Avec kilométrage,3.0,2015.0,Manuelle,Peugeot,Bipper,Autres,Diesel,6.0
Ben Arous,a month ago,211000.0,Noir,38500.0,Avec kilométrage,1.6,2011.0,Manuelle,Peugeot,508,Berline,Diesel,6.0
Kairouan,a month ago,53000.0,Noir,59000.0,Nouveau,1.0,2020.0,Manuelle,Renault,Clio,Berline,Essence,6.0
Tunis,a month ago,83000.0,Blanc,61000.0,Avec kilométrage,1.5,2019.0,Automatique,Autres,Autres,Pick up,Essence,7.0
Tunis,a month ago,81000.0,Blanc,63000.0,Avec kilométrage,1.5,2019.0,Automatique,Autres,Autres,Pick up,Essence,7.0
Nabeul,a month ago,88800.0,Blanc,51000.0,Avec kilométrage,1.5,2021.0,Manuelle,Geely,GK-GL,Berline,Essence,6.0
Ariana,a month ago,219000.0,Blanc,64000.0,Avec kilométrage,1.6,2013.0,Automatique,BMW,Serie 3 GT,Berline,Essence,7.0
